"STATISTIC","Statistic Label","TLIST(M1)","Month","C01835V02260","Licensing Authority","C01841V02268","Type of Fuel","UNIT","VALUE"
"TEM27C03","All Private Cars","202203","2022 March","18","Roscommon","9","Diesel and electric hybrid","Number","2"
"TEM27C03","All Private Cars","202203","2022 March","19","Sligo","-","All fuel types","Number","185"
"TEM27C03","All Private Cars","202203","2022 March","19","Sligo","1","Petrol","Number","53"
"TEM27C03","All Private Cars","202203","2022 March","19","Sligo","2","Diesel","Number","70"
"TEM27C03","All Private Cars","202203","2022 March","19","Sligo","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202203","2022 March","19","Sligo","4","Petrol and electric hybrid","Number","28"
"TEM27C03","All Private Cars","202203","2022 March","19","Sligo","6","Electric","Number","22"
"TEM27C03","All Private Cars","202203","2022 March","19","Sligo","7","Petrol or Diesel plug-in hybrid electric","Number","12"
"TEM27C03","All Private Cars","202203","2022 March","19","Sligo","9","Diesel and electric hybrid","Number",""
"TEM27C03","All Private Cars","202203","2022 March","23","Westmeath","-","All fuel types","Number","265"
"TEM27C03","All Private Cars","202203","2022 March","23","Westmeath","1","Petrol","Number","58"
"TEM27C03","All Private Cars","202203","2022 March","23","Westmeath","2","Diesel","Number","115"
"TEM27C03","All Private Cars","202203","2022 March","23","Westmeath","3","Other fuel types","Number","4"
"TEM27C03","All Private Cars","202203","2022 March","23","Westmeath","4","Petrol and electric hybrid","Number","37"
"TEM27C03","All Private Cars","202203","2022 March","23","Westmeath","6","Electric","Number","24"
"TEM27C03","All Private Cars","202203","2022 March","23","Westmeath","7","Petrol or Diesel plug-in hybrid electric","Number","27"
"TEM27C03","All Private Cars","202203","2022 March","23","Westmeath","9","Diesel and electric hybrid","Number",""
"TEM27C03","All Private Cars","202203","2022 March","24","Wexford","-","All fuel types","Number","640"
"TEM27C03","All Private Cars","202203","2022 March","24","Wexford","1","Petrol","Number","281"
"TEM27C03","All Private Cars","202203","2022 March","24","Wexford","2","Diesel","Number","189"
"TEM27C03","All Private Cars","202203","2022 March","24","Wexford","3","Other fuel types","Number","3"
"TEM27C03","All Private Cars","202203","2022 March","24","Wexford","4","Petrol and electric hybrid","Number","91"
"TEM27C03","All Private Cars","202203","2022 March","24","Wexford","6","Electric","Number","48"
"TEM27C03","All Private Cars","202203","2022 March","24","Wexford","7","Petrol or Diesel plug-in hybrid electric","Number","27"
"TEM27C03","All Private Cars","202203","2022 March","24","Wexford","9","Diesel and electric hybrid","Number","1"
"TEM27C03","All Private Cars","202203","2022 March","25","Wicklow","-","All fuel types","Number","392"
"TEM27C03","All Private Cars","202203","2022 March","25","Wicklow","1","Petrol","Number","111"
"TEM27C03","All Private Cars","202203","2022 March","25","Wicklow","2","Diesel","Number","110"
"TEM27C03","All Private Cars","202203","2022 March","25","Wicklow","3","Other fuel types","Number","5"
"TEM27C03","All Private Cars","202203","2022 March","25","Wicklow","4","Petrol and electric hybrid","Number","71"
"TEM27C03","All Private Cars","202203","2022 March","25","Wicklow","6","Electric","Number","64"
"TEM27C03","All Private Cars","202203","2022 March","25","Wicklow","7","Petrol or Diesel plug-in hybrid electric","Number","29"
"TEM27C03","All Private Cars","202203","2022 March","25","Wicklow","9","Diesel and electric hybrid","Number","2"
"TEM27C03","All Private Cars","202203","2022 March","30","Limerick","-","All fuel types","Number","519"
"TEM27C03","All Private Cars","202203","2022 March","30","Limerick","1","Petrol","Number","149"
"TEM27C03","All Private Cars","202203","2022 March","30","Limerick","2","Diesel","Number","172"
"TEM27C03","All Private Cars","202203","2022 March","30","Limerick","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202203","2022 March","30","Limerick","4","Petrol and electric hybrid","Number","120"
"TEM27C03","All Private Cars","202203","2022 March","30","Limerick","6","Electric","Number","50"
"TEM27C03","All Private Cars","202203","2022 March","30","Limerick","7","Petrol or Diesel plug-in hybrid electric","Number","27"
"TEM27C03","All Private Cars","202203","2022 March","30","Limerick","9","Diesel and electric hybrid","Number",""
"TEM27C03","All Private Cars","202203","2022 March","31","Waterford","-","All fuel types","Number","415"
"TEM27C03","All Private Cars","202203","2022 March","31","Waterford","1","Petrol","Number","153"
"TEM27C03","All Private Cars","202203","2022 March","31","Waterford","2","Diesel","Number","141"
"TEM27C03","All Private Cars","202203","2022 March","31","Waterford","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202203","2022 March","31","Waterford","4","Petrol and electric hybrid","Number","41"
"TEM27C03","All Private Cars","202203","2022 March","31","Waterford","6","Electric","Number","39"
"TEM27C03","All Private Cars","202203","2022 March","31","Waterford","7","Petrol or Diesel plug-in hybrid electric","Number","37"
"TEM27C03","All Private Cars","202203","2022 March","31","Waterford","9","Diesel and electric hybrid","Number","3"
"TEM27C03","All Private Cars","202203","2022 March","32","Tipperary","-","All fuel types","Number","447"
"TEM27C03","All Private Cars","202203","2022 March","32","Tipperary","1","Petrol","Number","118"
"TEM27C03","All Private Cars","202203","2022 March","32","Tipperary","2","Diesel","Number","194"
"TEM27C03","All Private Cars","202203","2022 March","32","Tipperary","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202203","2022 March","32","Tipperary","4","Petrol and electric hybrid","Number","70"
"TEM27C03","All Private Cars","202203","2022 March","32","Tipperary","6","Electric","Number","36"
"TEM27C03","All Private Cars","202203","2022 March","32","Tipperary","7","Petrol or Diesel plug-in hybrid electric","Number","27"
"TEM27C03","All Private Cars","202203","2022 March","32","Tipperary","9","Diesel and electric hybrid","Number","1"
"TEM27C03","All Private Cars","202203","2022 March","33","Cork","-","All fuel types","Number","1770"
"TEM27C03","All Private Cars","202203","2022 March","33","Cork","1","Petrol","Number","592"
"TEM27C03","All Private Cars","202203","2022 March","33","Cork","2","Diesel","Number","523"
"TEM27C03","All Private Cars","202203","2022 March","33","Cork","3","Other fuel types","Number","18"
"TEM27C03","All Private Cars","202203","2022 March","33","Cork","4","Petrol and electric hybrid","Number","335"
"TEM27C03","All Private Cars","202203","2022 March","33","Cork","6","Electric","Number","166"
"TEM27C03","All Private Cars","202203","2022 March","33","Cork","7","Petrol or Diesel plug-in hybrid electric","Number","127"
"TEM27C03","All Private Cars","202203","2022 March","33","Cork","9","Diesel and electric hybrid","Number","9"
"TEM27C03","All Private Cars","202203","2022 March","34","Dublin","-","All fuel types","Number","5513"
"TEM27C03","All Private Cars","202203","2022 March","34","Dublin","1","Petrol","Number","1696"
"TEM27C03","All Private Cars","202203","2022 March","34","Dublin","2","Diesel","Number","1140"
"TEM27C03","All Private Cars","202203","2022 March","34","Dublin","3","Other fuel types","Number","31"
"TEM27C03","All Private Cars","202203","2022 March","34","Dublin","4","Petrol and electric hybrid","Number","1363"
"TEM27C03","All Private Cars","202203","2022 March","34","Dublin","6","Electric","Number","777"
"TEM27C03","All Private Cars","202203","2022 March","34","Dublin","7","Petrol or Diesel plug-in hybrid electric","Number","492"
"TEM27C03","All Private Cars","202203","2022 March","34","Dublin","9","Diesel and electric hybrid","Number","14"
"TEM27C03","All Private Cars","202204","2022 April","-","All licensing authorities","-","All fuel types","Number","13815"
"TEM27C03","All Private Cars","202204","2022 April","-","All licensing authorities","1","Petrol","Number","4651"
"TEM27C03","All Private Cars","202204","2022 April","-","All licensing authorities","2","Diesel","Number","4064"
"TEM27C03","All Private Cars","202204","2022 April","-","All licensing authorities","3","Other fuel types","Number","73"
"TEM27C03","All Private Cars","202204","2022 April","-","All licensing authorities","4","Petrol and electric hybrid","Number","2571"
"TEM27C03","All Private Cars","202204","2022 April","-","All licensing authorities","6","Electric","Number","1394"
"TEM27C03","All Private Cars","202204","2022 April","-","All licensing authorities","7","Petrol or Diesel plug-in hybrid electric","Number","995"
"TEM27C03","All Private Cars","202204","2022 April","-","All licensing authorities","9","Diesel and electric hybrid","Number","67"
"TEM27C03","All Private Cars","202204","2022 April","01","Carlow","-","All fuel types","Number","151"
"TEM27C03","All Private Cars","202204","2022 April","01","Carlow","1","Petrol","Number","34"
"TEM27C03","All Private Cars","202204","2022 April","01","Carlow","2","Diesel","Number","60"
"TEM27C03","All Private Cars","202204","2022 April","01","Carlow","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202204","2022 April","01","Carlow","4","Petrol and electric hybrid","Number","35"
"TEM27C03","All Private Cars","202204","2022 April","01","Carlow","6","Electric","Number","10"
"TEM27C03","All Private Cars","202204","2022 April","01","Carlow","7","Petrol or Diesel plug-in hybrid electric","Number","7"
"TEM27C03","All Private Cars","202204","2022 April","01","Carlow","9","Diesel and electric hybrid","Number","4"
"TEM27C03","All Private Cars","202204","2022 April","02","Cavan","-","All fuel types","Number","172"
"TEM27C03","All Private Cars","202204","2022 April","02","Cavan","1","Petrol","Number","45"
"TEM27C03","All Private Cars","202204","2022 April","02","Cavan","2","Diesel","Number","87"
"TEM27C03","All Private Cars","202204","2022 April","02","Cavan","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202204","2022 April","02","Cavan","4","Petrol and electric hybrid","Number","24"
"TEM27C03","All Private Cars","202204","2022 April","02","Cavan","6","Electric","Number","13"
"TEM27C03","All Private Cars","202204","2022 April","02","Cavan","7","Petrol or Diesel plug-in hybrid electric","Number","2"
"TEM27C03","All Private Cars","202204","2022 April","02","Cavan","9","Diesel and electric hybrid","Number",""
"TEM27C03","All Private Cars","202204","2022 April","03","Clare","-","All fuel types","Number","309"
"TEM27C03","All Private Cars","202204","2022 April","03","Clare","1","Petrol","Number","90"
"TEM27C03","All Private Cars","202204","2022 April","03","Clare","2","Diesel","Number","113"
"TEM27C03","All Private Cars","202204","2022 April","03","Clare","3","Other fuel types","Number","3"
"TEM27C03","All Private Cars","202204","2022 April","03","Clare","4","Petrol and electric hybrid","Number","50"
"TEM27C03","All Private Cars","202204","2022 April","03","Clare","6","Electric","Number","31"
"TEM27C03","All Private Cars","202204","2022 April","03","Clare","7","Petrol or Diesel plug-in hybrid electric","Number","20"
"TEM27C03","All Private Cars","202204","2022 April","03","Clare","9","Diesel and electric hybrid","Number","2"
"TEM27C03","All Private Cars","202204","2022 April","04","Donegal","-","All fuel types","Number","406"
"TEM27C03","All Private Cars","202204","2022 April","04","Donegal","1","Petrol","Number","122"
"TEM27C03","All Private Cars","202204","2022 April","04","Donegal","2","Diesel","Number","174"
"TEM27C03","All Private Cars","202204","2022 April","04","Donegal","3","Other fuel types","Number","3"
"TEM27C03","All Private Cars","202204","2022 April","04","Donegal","4","Petrol and electric hybrid","Number","54"
"TEM27C03","All Private Cars","202204","2022 April","04","Donegal","6","Electric","Number","21"
"TEM27C03","All Private Cars","202204","2022 April","04","Donegal","7","Petrol or Diesel plug-in hybrid electric","Number","27"
"TEM27C03","All Private Cars","202204","2022 April","04","Donegal","9","Diesel and electric hybrid","Number","5"
"TEM27C03","All Private Cars","202204","2022 April","05","Galway","-","All fuel types","Number","609"
"TEM27C03","All Private Cars","202204","2022 April","05","Galway","1","Petrol","Number","167"
"TEM27C03","All Private Cars","202204","2022 April","05","Galway","2","Diesel","Number","238"
"TEM27C03","All Private Cars","202204","2022 April","05","Galway","3","Other fuel types","Number","2"
"TEM27C03","All Private Cars","202204","2022 April","05","Galway","4","Petrol and electric hybrid","Number","100"
"TEM27C03","All Private Cars","202204","2022 April","05","Galway","6","Electric","Number","70"
"TEM27C03","All Private Cars","202204","2022 April","05","Galway","7","Petrol or Diesel plug-in hybrid electric","Number","30"
"TEM27C03","All Private Cars","202204","2022 April","05","Galway","9","Diesel and electric hybrid","Number","2"
"TEM27C03","All Private Cars","202204","2022 April","06","Kerry","-","All fuel types","Number","284"
"TEM27C03","All Private Cars","202204","2022 April","06","Kerry","1","Petrol","Number","81"
"TEM27C03","All Private Cars","202204","2022 April","06","Kerry","2","Diesel","Number","126"
"TEM27C03","All Private Cars","202204","2022 April","06","Kerry","3","Other fuel types","Number","2"
"TEM27C03","All Private Cars","202204","2022 April","06","Kerry","4","Petrol and electric hybrid","Number","34"
"TEM27C03","All Private Cars","202204","2022 April","06","Kerry","6","Electric","Number","23"
"TEM27C03","All Private Cars","202204","2022 April","06","Kerry","7","Petrol or Diesel plug-in hybrid electric","Number","15"
"TEM27C03","All Private Cars","202204","2022 April","06","Kerry","9","Diesel and electric hybrid","Number","3"
"TEM27C03","All Private Cars","202204","2022 April","07","Kildare","-","All fuel types","Number","672"
"TEM27C03","All Private Cars","202204","2022 April","07","Kildare","1","Petrol","Number","204"
"TEM27C03","All Private Cars","202204","2022 April","07","Kildare","2","Diesel","Number","211"
"TEM27C03","All Private Cars","202204","2022 April","07","Kildare","3","Other fuel types","Number","6"
"TEM27C03","All Private Cars","202204","2022 April","07","Kildare","4","Petrol and electric hybrid","Number","127"
"TEM27C03","All Private Cars","202204","2022 April","07","Kildare","6","Electric","Number","82"
"TEM27C03","All Private Cars","202204","2022 April","07","Kildare","7","Petrol or Diesel plug-in hybrid electric","Number","37"
"TEM27C03","All Private Cars","202204","2022 April","07","Kildare","9","Diesel and electric hybrid","Number","5"
"TEM27C03","All Private Cars","202204","2022 April","08","Kilkenny","-","All fuel types","Number","212"
"TEM27C03","All Private Cars","202204","2022 April","08","Kilkenny","1","Petrol","Number","62"
"TEM27C03","All Private Cars","202204","2022 April","08","Kilkenny","2","Diesel","Number","77"
"TEM27C03","All Private Cars","202204","2022 April","08","Kilkenny","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202204","2022 April","08","Kilkenny","4","Petrol and electric hybrid","Number","36"
"TEM27C03","All Private Cars","202204","2022 April","08","Kilkenny","6","Electric","Number","21"
"TEM27C03","All Private Cars","202204","2022 April","08","Kilkenny","7","Petrol or Diesel plug-in hybrid electric","Number","13"
"TEM27C03","All Private Cars","202204","2022 April","08","Kilkenny","9","Diesel and electric hybrid","Number","2"
"TEM27C03","All Private Cars","202204","2022 April","09","Laois","-","All fuel types","Number","178"
"TEM27C03","All Private Cars","202204","2022 April","09","Laois","1","Petrol","Number","48"
"TEM27C03","All Private Cars","202204","2022 April","09","Laois","2","Diesel","Number","70"
"TEM27C03","All Private Cars","202204","2022 April","09","Laois","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202204","2022 April","09","Laois","4","Petrol and electric hybrid","Number","20"
"TEM27C03","All Private Cars","202204","2022 April","09","Laois","6","Electric","Number","23"
"TEM27C03","All Private Cars","202204","2022 April","09","Laois","7","Petrol or Diesel plug-in hybrid electric","Number","16"
"TEM27C03","All Private Cars","202204","2022 April","09","Laois","9","Diesel and electric hybrid","Number",""
"TEM27C03","All Private Cars","202204","2022 April","10","Leitrim","-","All fuel types","Number","65"
"TEM27C03","All Private Cars","202204","2022 April","10","Leitrim","1","Petrol","Number","14"
"TEM27C03","All Private Cars","202204","2022 April","10","Leitrim","2","Diesel","Number","33"
"TEM27C03","All Private Cars","202204","2022 April","10","Leitrim","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202204","2022 April","10","Leitrim","4","Petrol and electric hybrid","Number","9"
"TEM27C03","All Private Cars","202204","2022 April","10","Leitrim","6","Electric","Number","6"
"TEM27C03","All Private Cars","202204","2022 April","10","Leitrim","7","Petrol or Diesel plug-in hybrid electric","Number","3"
"TEM27C03","All Private Cars","202204","2022 April","10","Leitrim","9","Diesel and electric hybrid","Number",""
"TEM27C03","All Private Cars","202204","2022 April","12","Longford","-","All fuel types","Number","93"
"TEM27C03","All Private Cars","202204","2022 April","12","Longford","1","Petrol","Number","23"
"TEM27C03","All Private Cars","202204","2022 April","12","Longford","2","Diesel","Number","50"
"TEM27C03","All Private Cars","202204","2022 April","12","Longford","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202204","2022 April","12","Longford","4","Petrol and electric hybrid","Number","11"
"TEM27C03","All Private Cars","202204","2022 April","12","Longford","6","Electric","Number","6"
"TEM27C03","All Private Cars","202204","2022 April","12","Longford","7","Petrol or Diesel plug-in hybrid electric","Number","3"
"TEM27C03","All Private Cars","202204","2022 April","12","Longford","9","Diesel and electric hybrid","Number",""
"TEM27C03","All Private Cars","202204","2022 April","13","Louth","-","All fuel types","Number","392"
"TEM27C03","All Private Cars","202204","2022 April","13","Louth","1","Petrol","Number","167"
"TEM27C03","All Private Cars","202204","2022 April","13","Louth","2","Diesel","Number","118"
"TEM27C03","All Private Cars","202204","2022 April","13","Louth","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202204","2022 April","13","Louth","4","Petrol and electric hybrid","Number","42"
"TEM27C03","All Private Cars","202204","2022 April","13","Louth","6","Electric","Number","36"
"TEM27C03","All Private Cars","202204","2022 April","13","Louth","7","Petrol or Diesel plug-in hybrid electric","Number","29"
"TEM27C03","All Private Cars","202204","2022 April","13","Louth","9","Diesel and electric hybrid","Number",""
"TEM27C03","All Private Cars","202204","2022 April","14","Mayo","-","All fuel types","Number","274"
"TEM27C03","All Private Cars","202204","2022 April","14","Mayo","1","Petrol","Number","81"
"TEM27C03","All Private Cars","202204","2022 April","14","Mayo","2","Diesel","Number","123"
"TEM27C03","All Private Cars","202204","2022 April","14","Mayo","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202204","2022 April","14","Mayo","4","Petrol and electric hybrid","Number","37"
"TEM27C03","All Private Cars","202204","2022 April","14","Mayo","6","Electric","Number","22"
"TEM27C03","All Private Cars","202204","2022 April","14","Mayo","7","Petrol or Diesel plug-in hybrid electric","Number","8"
"TEM27C03","All Private Cars","202204","2022 April","14","Mayo","9","Diesel and electric hybrid","Number","2"
"TEM27C03","All Private Cars","202204","2022 April","15","Meath","-","All fuel types","Number","533"
"TEM27C03","All Private Cars","202204","2022 April","15","Meath","1","Petrol","Number","171"
"TEM27C03","All Private Cars","202204","2022 April","15","Meath","2","Diesel","Number","155"
"TEM27C03","All Private Cars","202204","2022 April","15","Meath","3","Other fuel types","Number","3"
"TEM27C03","All Private Cars","202204","2022 April","15","Meath","4","Petrol and electric hybrid","Number","110"
"TEM27C03","All Private Cars","202204","2022 April","15","Meath","6","Electric","Number","56"
"TEM27C03","All Private Cars","202204","2022 April","15","Meath","7","Petrol or Diesel plug-in hybrid electric","Number","33"
"TEM27C03","All Private Cars","202204","2022 April","15","Meath","9","Diesel and electric hybrid","Number","5"
"TEM27C03","All Private Cars","202204","2022 April","16","Monaghan","-","All fuel types","Number","156"
"TEM27C03","All Private Cars","202204","2022 April","16","Monaghan","1","Petrol","Number","50"
"TEM27C03","All Private Cars","202204","2022 April","16","Monaghan","2","Diesel","Number","80"
"TEM27C03","All Private Cars","202204","2022 April","16","Monaghan","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202204","2022 April","16","Monaghan","4","Petrol and electric hybrid","Number","12"
"TEM27C03","All Private Cars","202204","2022 April","16","Monaghan","6","Electric","Number","4"
"TEM27C03","All Private Cars","202204","2022 April","16","Monaghan","7","Petrol or Diesel plug-in hybrid electric","Number","7"
"TEM27C03","All Private Cars","202204","2022 April","16","Monaghan","9","Diesel and electric hybrid","Number","2"
"TEM27C03","All Private Cars","202204","2022 April","17","Offaly","-","All fuel types","Number","176"
"TEM27C03","All Private Cars","202204","2022 April","17","Offaly","1","Petrol","Number","43"
"TEM27C03","All Private Cars","202204","2022 April","17","Offaly","2","Diesel","Number","70"
"TEM27C03","All Private Cars","202204","2022 April","17","Offaly","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202204","2022 April","17","Offaly","4","Petrol and electric hybrid","Number","33"
"TEM27C03","All Private Cars","202204","2022 April","17","Offaly","6","Electric","Number","18"
"TEM27C03","All Private Cars","202204","2022 April","17","Offaly","7","Petrol or Diesel plug-in hybrid electric","Number","9"
"TEM27C03","All Private Cars","202204","2022 April","17","Offaly","9","Diesel and electric hybrid","Number","3"
"TEM27C03","All Private Cars","202204","2022 April","18","Roscommon","-","All fuel types","Number","389"
"TEM27C03","All Private Cars","202204","2022 April","18","Roscommon","1","Petrol","Number","198"
"TEM27C03","All Private Cars","202204","2022 April","18","Roscommon","2","Diesel","Number","99"
"TEM27C03","All Private Cars","202204","2022 April","18","Roscommon","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202204","2022 April","18","Roscommon","4","Petrol and electric hybrid","Number","70"
"TEM27C03","All Private Cars","202204","2022 April","18","Roscommon","6","Electric","Number","11"
"TEM27C03","All Private Cars","202204","2022 April","18","Roscommon","7","Petrol or Diesel plug-in hybrid electric","Number","8"
"TEM27C03","All Private Cars","202204","2022 April","18","Roscommon","9","Diesel and electric hybrid","Number","3"
"TEM27C03","All Private Cars","202204","2022 April","19","Sligo","-","All fuel types","Number","123"
"TEM27C03","All Private Cars","202204","2022 April","19","Sligo","1","Petrol","Number","40"
"TEM27C03","All Private Cars","202204","2022 April","19","Sligo","2","Diesel","Number","37"
"TEM27C03","All Private Cars","202204","2022 April","19","Sligo","3","Other fuel types","Number","2"
"TEM27C03","All Private Cars","202204","2022 April","19","Sligo","4","Petrol and electric hybrid","Number","23"
"TEM27C03","All Private Cars","202204","2022 April","19","Sligo","6","Electric","Number","14"
"TEM27C03","All Private Cars","202204","2022 April","19","Sligo","7","Petrol or Diesel plug-in hybrid electric","Number","7"
"TEM27C03","All Private Cars","202204","2022 April","19","Sligo","9","Diesel and electric hybrid","Number",""
"TEM27C03","All Private Cars","202204","2022 April","23","Westmeath","-","All fuel types","Number","236"
"TEM27C03","All Private Cars","202204","2022 April","23","Westmeath","1","Petrol","Number","66"
"TEM27C03","All Private Cars","202204","2022 April","23","Westmeath","2","Diesel","Number","90"
"TEM27C03","All Private Cars","202204","2022 April","23","Westmeath","3","Other fuel types","Number",""
"TEM27C03","All Private Cars","202204","2022 April","23","Westmeath","4","Petrol and electric hybrid","Number","39"
"TEM27C03","All Private Cars","202204","2022 April","23","Westmeath","6","Electric","Number","25"
"TEM27C03","All Private Cars","202204","2022 April","23","Westmeath","7","Petrol or Diesel plug-in hybrid electric","Number","15"
"TEM27C03","All Private Cars","202204","2022 April","23","Westmeath","9","Diesel and electric hybrid","Number","1"
"TEM27C03","All Private Cars","202204","2022 April","24","Wexford","-","All fuel types","Number","530"
"TEM27C03","All Private Cars","202204","2022 April","24","Wexford","1","Petrol","Number","228"
"TEM27C03","All Private Cars","202204","2022 April","24","Wexford","2","Diesel","Number","166"
"TEM27C03","All Private Cars","202204","2022 April","24","Wexford","3","Other fuel types","Number","2"
"TEM27C03","All Private Cars","202204","2022 April","24","Wexford","4","Petrol and electric hybrid","Number","64"
"TEM27C03","All Private Cars","202204","2022 April","24","Wexford","6","Electric","Number","50"
"TEM27C03","All Private Cars","202204","2022 April","24","Wexford","7","Petrol or Diesel plug-in hybrid electric","Number","20"
"TEM27C03","All Private Cars","202204","2022 April","24","Wexford","9","Diesel and electric hybrid","Number",""
"TEM27C03","All Private Cars","202204","2022 April","25","Wicklow","-","All fuel types","Number","338"
"TEM27C03","All Private Cars","202204","2022 April","25","Wicklow","1","Petrol","Number","120"
"TEM27C03","All Private Cars","202204","2022 April","25","Wicklow","2","Diesel","Number","65"
"TEM27C03","All Private Cars","202204","2022 April","25","Wicklow","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202204","2022 April","25","Wicklow","4","Petrol and electric hybrid","Number","62"
"TEM27C03","All Private Cars","202204","2022 April","25","Wicklow","6","Electric","Number","54"
"TEM27C03","All Private Cars","202204","2022 April","25","Wicklow","7","Petrol or Diesel plug-in hybrid electric","Number","35"
"TEM27C03","All Private Cars","202204","2022 April","25","Wicklow","9","Diesel and electric hybrid","Number","1"
"TEM27C03","All Private Cars","202204","2022 April","30","Limerick","-","All fuel types","Number","426"
"TEM27C03","All Private Cars","202204","2022 April","30","Limerick","1","Petrol","Number","135"
"TEM27C03","All Private Cars","202204","2022 April","30","Limerick","2","Diesel","Number","149"
"TEM27C03","All Private Cars","202204","2022 April","30","Limerick","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202204","2022 April","30","Limerick","4","Petrol and electric hybrid","Number","76"
"TEM27C03","All Private Cars","202204","2022 April","30","Limerick","6","Electric","Number","32"
"TEM27C03","All Private Cars","202204","2022 April","30","Limerick","7","Petrol or Diesel plug-in hybrid electric","Number","31"
"TEM27C03","All Private Cars","202204","2022 April","30","Limerick","9","Diesel and electric hybrid","Number","2"
"TEM27C03","All Private Cars","202204","2022 April","31","Waterford","-","All fuel types","Number","450"
"TEM27C03","All Private Cars","202204","2022 April","31","Waterford","1","Petrol","Number","213"
"TEM27C03","All Private Cars","202204","2022 April","31","Waterford","2","Diesel","Number","144"
"TEM27C03","All Private Cars","202204","2022 April","31","Waterford","3","Other fuel types","Number","5"
"TEM27C03","All Private Cars","202204","2022 April","31","Waterford","4","Petrol and electric hybrid","Number","32"
"TEM27C03","All Private Cars","202204","2022 April","31","Waterford","6","Electric","Number","31"
"TEM27C03","All Private Cars","202204","2022 April","31","Waterford","7","Petrol or Diesel plug-in hybrid electric","Number","25"
"TEM27C03","All Private Cars","202204","2022 April","31","Waterford","9","Diesel and electric hybrid","Number",""
"TEM27C03","All Private Cars","202204","2022 April","32","Tipperary","-","All fuel types","Number","381"
"TEM27C03","All Private Cars","202204","2022 April","32","Tipperary","1","Petrol","Number","115"
"TEM27C03","All Private Cars","202204","2022 April","32","Tipperary","2","Diesel","Number","155"
"TEM27C03","All Private Cars","202204","2022 April","32","Tipperary","3","Other fuel types","Number","1"
"TEM27C03","All Private Cars","202204","2022 April","32","Tipperary","4","Petrol and electric hybrid","Number","61"
"TEM27C03","All Private Cars","202204","2022 April","32","Tipperary","6","Electric","Number","35"
"TEM27C03","All Private Cars","202204","2022 April","32","Tipperary","7","Petrol or Diesel plug-in hybrid electric","Number","12"
"TEM27C03","All Private Cars","202204","2022 April","32","Tipperary","9","Diesel and electric hybrid","Number","2"
"TEM27C03","All Private Cars","202204","2022 April","33","Cork","-","All fuel types","Number","1476"
"TEM27C03","All Private Cars","202204","2022 April","33","Cork","1","Petrol","Number","477"
"TEM27C03","All Private Cars","202204","2022 April","33","Cork","2","Diesel","Number","397"
"TEM27C03","All Private Cars","202204","2022 April","33","Cork","3","Other fuel types","Number","17"
"TEM27C03","All Private Cars","202204","2022 April","33","Cork","4","Petrol and electric hybrid","Number","316"
"TEM27C03","All Private Cars","202204","2022 April","33","Cork","6","Electric","Number","154"
"TEM27C03","All Private Cars","202204","2022 April","33","Cork","7","Petrol or Diesel plug-in hybrid electric","Number","110"
"TEM27C03","All Private Cars","202204","2022 April","33","Cork","9","Diesel and electric hybrid","Number","5"
"TEM27C03","All Private Cars","202204","2022 April","34","Dublin","-","All fuel types","Number","4784"
"TEM27C03","All Private Cars","202204","2022 April","34","Dublin","1","Petrol","Number","1657"
"TEM27C03","All Private Cars","202204","2022 April","34","Dublin","2","Diesel","Number","977"
"TEM27C03","All Private Cars","202204","2022 April","34","Dublin","3","Other fuel types","Number","19"
"TEM27C03","All Private Cars","202204","2022 April","34","Dublin","4","Petrol and electric hybrid","Number","1094"
"TEM27C03","All Private Cars","202204","2022 April","34","Dublin","6","Electric","Number","546"
"TEM27C03","All Private Cars","202204","2022 April","34","Dublin","7","Petrol or Diesel plug-in hybrid electric","Number","473"
"TEM27C03","All Private Cars","202204","2022 April","34","Dublin","9","Diesel and electric hybrid","Number","18"
"TEM27C03","All Private Cars","202205","2022 May","-","All licensing authorities","-","All fuel types","Number","11143"
"TEM27C03","All Private Cars","202205","2022 May","-","All licensing authorities","1","Petrol","Number","3973"
"TEM27C03","All Private Cars","202205","2022 May","-","All licensing authorities","2","Diesel","Number","3422"
"TEM27C03","All Private Cars","202205","2022 May","-","All licensing authorities","3","Other fuel types","Number","27"
"TEM27C03","All Private Cars","202205","2022 May","-","All licensing authorities","4","Petrol and electric hybrid","Number","1793"
"TEM27C03","All Private Cars","202205","2022 May","-","All licensing authorities","6","Electric","Number","1095"
