"STATISTIC","Statistic Label","TLIST(M1)","Month","C01835V02260","Licensing Authority","C01841V02268","Type of Fuel","UNIT","VALUE"
"TEM27C01","New Private Cars","202309","2023 September","12","Longford","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","12","Longford","4","Petrol and electric hybrid","Number","10"
"TEM27C01","New Private Cars","202309","2023 September","12","Longford","6","Electric","Number","4"
"TEM27C01","New Private Cars","202309","2023 September","12","Longford","7","Petrol or Diesel plug-in hybrid electric","Number","3"
"TEM27C01","New Private Cars","202309","2023 September","12","Longford","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202309","2023 September","13","Louth","-","All fuel types","Number","156"
"TEM27C01","New Private Cars","202309","2023 September","13","Louth","1","Petrol","Number","60"
"TEM27C01","New Private Cars","202309","2023 September","13","Louth","2","Diesel","Number","31"
"TEM27C01","New Private Cars","202309","2023 September","13","Louth","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","13","Louth","4","Petrol and electric hybrid","Number","19"
"TEM27C01","New Private Cars","202309","2023 September","13","Louth","6","Electric","Number","32"
"TEM27C01","New Private Cars","202309","2023 September","13","Louth","7","Petrol or Diesel plug-in hybrid electric","Number","11"
"TEM27C01","New Private Cars","202309","2023 September","13","Louth","9","Diesel and electric hybrid","Number","3"
"TEM27C01","New Private Cars","202309","2023 September","14","Mayo","-","All fuel types","Number","117"
"TEM27C01","New Private Cars","202309","2023 September","14","Mayo","1","Petrol","Number","29"
"TEM27C01","New Private Cars","202309","2023 September","14","Mayo","2","Diesel","Number","46"
"TEM27C01","New Private Cars","202309","2023 September","14","Mayo","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","14","Mayo","4","Petrol and electric hybrid","Number","22"
"TEM27C01","New Private Cars","202309","2023 September","14","Mayo","6","Electric","Number","12"
"TEM27C01","New Private Cars","202309","2023 September","14","Mayo","7","Petrol or Diesel plug-in hybrid electric","Number","5"
"TEM27C01","New Private Cars","202309","2023 September","14","Mayo","9","Diesel and electric hybrid","Number","3"
"TEM27C01","New Private Cars","202309","2023 September","15","Meath","-","All fuel types","Number","289"
"TEM27C01","New Private Cars","202309","2023 September","15","Meath","1","Petrol","Number","82"
"TEM27C01","New Private Cars","202309","2023 September","15","Meath","2","Diesel","Number","59"
"TEM27C01","New Private Cars","202309","2023 September","15","Meath","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","15","Meath","4","Petrol and electric hybrid","Number","40"
"TEM27C01","New Private Cars","202309","2023 September","15","Meath","6","Electric","Number","66"
"TEM27C01","New Private Cars","202309","2023 September","15","Meath","7","Petrol or Diesel plug-in hybrid electric","Number","39"
"TEM27C01","New Private Cars","202309","2023 September","15","Meath","9","Diesel and electric hybrid","Number","3"
"TEM27C01","New Private Cars","202309","2023 September","16","Monaghan","-","All fuel types","Number","68"
"TEM27C01","New Private Cars","202309","2023 September","16","Monaghan","1","Petrol","Number","22"
"TEM27C01","New Private Cars","202309","2023 September","16","Monaghan","2","Diesel","Number","30"
"TEM27C01","New Private Cars","202309","2023 September","16","Monaghan","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","16","Monaghan","4","Petrol and electric hybrid","Number","2"
"TEM27C01","New Private Cars","202309","2023 September","16","Monaghan","6","Electric","Number","6"
"TEM27C01","New Private Cars","202309","2023 September","16","Monaghan","7","Petrol or Diesel plug-in hybrid electric","Number","8"
"TEM27C01","New Private Cars","202309","2023 September","16","Monaghan","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202309","2023 September","17","Offaly","-","All fuel types","Number","95"
"TEM27C01","New Private Cars","202309","2023 September","17","Offaly","1","Petrol","Number","36"
"TEM27C01","New Private Cars","202309","2023 September","17","Offaly","2","Diesel","Number","23"
"TEM27C01","New Private Cars","202309","2023 September","17","Offaly","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","17","Offaly","4","Petrol and electric hybrid","Number","15"
"TEM27C01","New Private Cars","202309","2023 September","17","Offaly","6","Electric","Number","11"
"TEM27C01","New Private Cars","202309","2023 September","17","Offaly","7","Petrol or Diesel plug-in hybrid electric","Number","8"
"TEM27C01","New Private Cars","202309","2023 September","17","Offaly","9","Diesel and electric hybrid","Number","2"
"TEM27C01","New Private Cars","202309","2023 September","18","Roscommon","-","All fuel types","Number","75"
"TEM27C01","New Private Cars","202309","2023 September","18","Roscommon","1","Petrol","Number","22"
"TEM27C01","New Private Cars","202309","2023 September","18","Roscommon","2","Diesel","Number","25"
"TEM27C01","New Private Cars","202309","2023 September","18","Roscommon","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","18","Roscommon","4","Petrol and electric hybrid","Number","14"
"TEM27C01","New Private Cars","202309","2023 September","18","Roscommon","6","Electric","Number","7"
"TEM27C01","New Private Cars","202309","2023 September","18","Roscommon","7","Petrol or Diesel plug-in hybrid electric","Number","4"
"TEM27C01","New Private Cars","202309","2023 September","18","Roscommon","9","Diesel and electric hybrid","Number","3"
"TEM27C01","New Private Cars","202309","2023 September","19","Sligo","-","All fuel types","Number","85"
"TEM27C01","New Private Cars","202309","2023 September","19","Sligo","1","Petrol","Number","31"
"TEM27C01","New Private Cars","202309","2023 September","19","Sligo","2","Diesel","Number","23"
"TEM27C01","New Private Cars","202309","2023 September","19","Sligo","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","19","Sligo","4","Petrol and electric hybrid","Number","13"
"TEM27C01","New Private Cars","202309","2023 September","19","Sligo","6","Electric","Number","15"
"TEM27C01","New Private Cars","202309","2023 September","19","Sligo","7","Petrol or Diesel plug-in hybrid electric","Number","3"
"TEM27C01","New Private Cars","202309","2023 September","19","Sligo","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202309","2023 September","23","Westmeath","-","All fuel types","Number","118"
"TEM27C01","New Private Cars","202309","2023 September","23","Westmeath","1","Petrol","Number","34"
"TEM27C01","New Private Cars","202309","2023 September","23","Westmeath","2","Diesel","Number","36"
"TEM27C01","New Private Cars","202309","2023 September","23","Westmeath","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","23","Westmeath","4","Petrol and electric hybrid","Number","18"
"TEM27C01","New Private Cars","202309","2023 September","23","Westmeath","6","Electric","Number","20"
"TEM27C01","New Private Cars","202309","2023 September","23","Westmeath","7","Petrol or Diesel plug-in hybrid electric","Number","9"
"TEM27C01","New Private Cars","202309","2023 September","23","Westmeath","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202309","2023 September","24","Wexford","-","All fuel types","Number","173"
"TEM27C01","New Private Cars","202309","2023 September","24","Wexford","1","Petrol","Number","32"
"TEM27C01","New Private Cars","202309","2023 September","24","Wexford","2","Diesel","Number","63"
"TEM27C01","New Private Cars","202309","2023 September","24","Wexford","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","24","Wexford","4","Petrol and electric hybrid","Number","20"
"TEM27C01","New Private Cars","202309","2023 September","24","Wexford","6","Electric","Number","37"
"TEM27C01","New Private Cars","202309","2023 September","24","Wexford","7","Petrol or Diesel plug-in hybrid electric","Number","14"
"TEM27C01","New Private Cars","202309","2023 September","24","Wexford","9","Diesel and electric hybrid","Number","7"
"TEM27C01","New Private Cars","202309","2023 September","25","Wicklow","-","All fuel types","Number","194"
"TEM27C01","New Private Cars","202309","2023 September","25","Wicklow","1","Petrol","Number","67"
"TEM27C01","New Private Cars","202309","2023 September","25","Wicklow","2","Diesel","Number","28"
"TEM27C01","New Private Cars","202309","2023 September","25","Wicklow","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","25","Wicklow","4","Petrol and electric hybrid","Number","20"
"TEM27C01","New Private Cars","202309","2023 September","25","Wicklow","6","Electric","Number","57"
"TEM27C01","New Private Cars","202309","2023 September","25","Wicklow","7","Petrol or Diesel plug-in hybrid electric","Number","21"
"TEM27C01","New Private Cars","202309","2023 September","25","Wicklow","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202309","2023 September","30","Limerick","-","All fuel types","Number","229"
"TEM27C01","New Private Cars","202309","2023 September","30","Limerick","1","Petrol","Number","73"
"TEM27C01","New Private Cars","202309","2023 September","30","Limerick","2","Diesel","Number","62"
"TEM27C01","New Private Cars","202309","2023 September","30","Limerick","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","30","Limerick","4","Petrol and electric hybrid","Number","30"
"TEM27C01","New Private Cars","202309","2023 September","30","Limerick","6","Electric","Number","41"
"TEM27C01","New Private Cars","202309","2023 September","30","Limerick","7","Petrol or Diesel plug-in hybrid electric","Number","19"
"TEM27C01","New Private Cars","202309","2023 September","30","Limerick","9","Diesel and electric hybrid","Number","4"
"TEM27C01","New Private Cars","202309","2023 September","31","Waterford","-","All fuel types","Number","134"
"TEM27C01","New Private Cars","202309","2023 September","31","Waterford","1","Petrol","Number","53"
"TEM27C01","New Private Cars","202309","2023 September","31","Waterford","2","Diesel","Number","27"
"TEM27C01","New Private Cars","202309","2023 September","31","Waterford","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","31","Waterford","4","Petrol and electric hybrid","Number","18"
"TEM27C01","New Private Cars","202309","2023 September","31","Waterford","6","Electric","Number","25"
"TEM27C01","New Private Cars","202309","2023 September","31","Waterford","7","Petrol or Diesel plug-in hybrid electric","Number","10"
"TEM27C01","New Private Cars","202309","2023 September","31","Waterford","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202309","2023 September","32","Tipperary","-","All fuel types","Number","203"
"TEM27C01","New Private Cars","202309","2023 September","32","Tipperary","1","Petrol","Number","49"
"TEM27C01","New Private Cars","202309","2023 September","32","Tipperary","2","Diesel","Number","82"
"TEM27C01","New Private Cars","202309","2023 September","32","Tipperary","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","32","Tipperary","4","Petrol and electric hybrid","Number","27"
"TEM27C01","New Private Cars","202309","2023 September","32","Tipperary","6","Electric","Number","25"
"TEM27C01","New Private Cars","202309","2023 September","32","Tipperary","7","Petrol or Diesel plug-in hybrid electric","Number","17"
"TEM27C01","New Private Cars","202309","2023 September","32","Tipperary","9","Diesel and electric hybrid","Number","3"
"TEM27C01","New Private Cars","202309","2023 September","33","Cork","-","All fuel types","Number","750"
"TEM27C01","New Private Cars","202309","2023 September","33","Cork","1","Petrol","Number","253"
"TEM27C01","New Private Cars","202309","2023 September","33","Cork","2","Diesel","Number","143"
"TEM27C01","New Private Cars","202309","2023 September","33","Cork","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","33","Cork","4","Petrol and electric hybrid","Number","104"
"TEM27C01","New Private Cars","202309","2023 September","33","Cork","6","Electric","Number","164"
"TEM27C01","New Private Cars","202309","2023 September","33","Cork","7","Petrol or Diesel plug-in hybrid electric","Number","80"
"TEM27C01","New Private Cars","202309","2023 September","33","Cork","9","Diesel and electric hybrid","Number","6"
"TEM27C01","New Private Cars","202309","2023 September","34","Dublin","-","All fuel types","Number","2712"
"TEM27C01","New Private Cars","202309","2023 September","34","Dublin","1","Petrol","Number","689"
"TEM27C01","New Private Cars","202309","2023 September","34","Dublin","2","Diesel","Number","514"
"TEM27C01","New Private Cars","202309","2023 September","34","Dublin","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202309","2023 September","34","Dublin","4","Petrol and electric hybrid","Number","396"
"TEM27C01","New Private Cars","202309","2023 September","34","Dublin","6","Electric","Number","699"
"TEM27C01","New Private Cars","202309","2023 September","34","Dublin","7","Petrol or Diesel plug-in hybrid electric","Number","384"
"TEM27C01","New Private Cars","202309","2023 September","34","Dublin","9","Diesel and electric hybrid","Number","30"
"TEM27C01","New Private Cars","202310","2023 October","-","All licensing authorities","-","All fuel types","Number","4587"
"TEM27C01","New Private Cars","202310","2023 October","-","All licensing authorities","1","Petrol","Number","1307"
"TEM27C01","New Private Cars","202310","2023 October","-","All licensing authorities","2","Diesel","Number","1104"
"TEM27C01","New Private Cars","202310","2023 October","-","All licensing authorities","3","Other fuel types","Number","1"
"TEM27C01","New Private Cars","202310","2023 October","-","All licensing authorities","4","Petrol and electric hybrid","Number","452"
"TEM27C01","New Private Cars","202310","2023 October","-","All licensing authorities","6","Electric","Number","1150"
"TEM27C01","New Private Cars","202310","2023 October","-","All licensing authorities","7","Petrol or Diesel plug-in hybrid electric","Number","516"
"TEM27C01","New Private Cars","202310","2023 October","-","All licensing authorities","9","Diesel and electric hybrid","Number","57"
"TEM27C01","New Private Cars","202310","2023 October","01","Carlow","-","All fuel types","Number","44"
"TEM27C01","New Private Cars","202310","2023 October","01","Carlow","1","Petrol","Number","12"
"TEM27C01","New Private Cars","202310","2023 October","01","Carlow","2","Diesel","Number","12"
"TEM27C01","New Private Cars","202310","2023 October","01","Carlow","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","01","Carlow","4","Petrol and electric hybrid","Number","5"
"TEM27C01","New Private Cars","202310","2023 October","01","Carlow","6","Electric","Number","12"
"TEM27C01","New Private Cars","202310","2023 October","01","Carlow","7","Petrol or Diesel plug-in hybrid electric","Number","2"
"TEM27C01","New Private Cars","202310","2023 October","01","Carlow","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202310","2023 October","02","Cavan","-","All fuel types","Number","52"
"TEM27C01","New Private Cars","202310","2023 October","02","Cavan","1","Petrol","Number","15"
"TEM27C01","New Private Cars","202310","2023 October","02","Cavan","2","Diesel","Number","17"
"TEM27C01","New Private Cars","202310","2023 October","02","Cavan","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","02","Cavan","4","Petrol and electric hybrid","Number","10"
"TEM27C01","New Private Cars","202310","2023 October","02","Cavan","6","Electric","Number","9"
"TEM27C01","New Private Cars","202310","2023 October","02","Cavan","7","Petrol or Diesel plug-in hybrid electric","Number","1"
"TEM27C01","New Private Cars","202310","2023 October","02","Cavan","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202310","2023 October","03","Clare","-","All fuel types","Number","80"
"TEM27C01","New Private Cars","202310","2023 October","03","Clare","1","Petrol","Number","32"
"TEM27C01","New Private Cars","202310","2023 October","03","Clare","2","Diesel","Number","18"
"TEM27C01","New Private Cars","202310","2023 October","03","Clare","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","03","Clare","4","Petrol and electric hybrid","Number","4"
"TEM27C01","New Private Cars","202310","2023 October","03","Clare","6","Electric","Number","14"
"TEM27C01","New Private Cars","202310","2023 October","03","Clare","7","Petrol or Diesel plug-in hybrid electric","Number","10"
"TEM27C01","New Private Cars","202310","2023 October","03","Clare","9","Diesel and electric hybrid","Number","2"
"TEM27C01","New Private Cars","202310","2023 October","04","Donegal","-","All fuel types","Number","116"
"TEM27C01","New Private Cars","202310","2023 October","04","Donegal","1","Petrol","Number","38"
"TEM27C01","New Private Cars","202310","2023 October","04","Donegal","2","Diesel","Number","32"
"TEM27C01","New Private Cars","202310","2023 October","04","Donegal","3","Other fuel types","Number","0"
"TEM27C01","New Private Cars","202310","2023 October","04","Donegal","4","Petrol and electric hybrid","Number","13"
"TEM27C01","New Private Cars","202310","2023 October","04","Donegal","6","Electric","Number","23"
"TEM27C01","New Private Cars","202310","2023 October","04","Donegal","7","Petrol or Diesel plug-in hybrid electric","Number","7"
"TEM27C01","New Private Cars","202310","2023 October","04","Donegal","9","Diesel and electric hybrid","Number","3"
"TEM27C01","New Private Cars","202310","2023 October","05","Galway","-","All fuel types","Number","170"
"TEM27C01","New Private Cars","202310","2023 October","05","Galway","1","Petrol","Number","57"
"TEM27C01","New Private Cars","202310","2023 October","05","Galway","2","Diesel","Number","35"
"TEM27C01","New Private Cars","202310","2023 October","05","Galway","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","05","Galway","4","Petrol and electric hybrid","Number","30"
"TEM27C01","New Private Cars","202310","2023 October","05","Galway","6","Electric","Number","28"
"TEM27C01","New Private Cars","202310","2023 October","05","Galway","7","Petrol or Diesel plug-in hybrid electric","Number","19"
"TEM27C01","New Private Cars","202310","2023 October","05","Galway","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202310","2023 October","06","Kerry","-","All fuel types","Number","76"
"TEM27C01","New Private Cars","202310","2023 October","06","Kerry","1","Petrol","Number","34"
"TEM27C01","New Private Cars","202310","2023 October","06","Kerry","2","Diesel","Number","18"
"TEM27C01","New Private Cars","202310","2023 October","06","Kerry","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","06","Kerry","4","Petrol and electric hybrid","Number","7"
"TEM27C01","New Private Cars","202310","2023 October","06","Kerry","6","Electric","Number","10"
"TEM27C01","New Private Cars","202310","2023 October","06","Kerry","7","Petrol or Diesel plug-in hybrid electric","Number","6"
"TEM27C01","New Private Cars","202310","2023 October","06","Kerry","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202310","2023 October","07","Kildare","-","All fuel types","Number","238"
"TEM27C01","New Private Cars","202310","2023 October","07","Kildare","1","Petrol","Number","65"
"TEM27C01","New Private Cars","202310","2023 October","07","Kildare","2","Diesel","Number","65"
"TEM27C01","New Private Cars","202310","2023 October","07","Kildare","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","07","Kildare","4","Petrol and electric hybrid","Number","28"
"TEM27C01","New Private Cars","202310","2023 October","07","Kildare","6","Electric","Number","52"
"TEM27C01","New Private Cars","202310","2023 October","07","Kildare","7","Petrol or Diesel plug-in hybrid electric","Number","19"
"TEM27C01","New Private Cars","202310","2023 October","07","Kildare","9","Diesel and electric hybrid","Number","9"
"TEM27C01","New Private Cars","202310","2023 October","08","Kilkenny","-","All fuel types","Number","63"
"TEM27C01","New Private Cars","202310","2023 October","08","Kilkenny","1","Petrol","Number","17"
"TEM27C01","New Private Cars","202310","2023 October","08","Kilkenny","2","Diesel","Number","26"
"TEM27C01","New Private Cars","202310","2023 October","08","Kilkenny","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","08","Kilkenny","4","Petrol and electric hybrid","Number","3"
"TEM27C01","New Private Cars","202310","2023 October","08","Kilkenny","6","Electric","Number","11"
"TEM27C01","New Private Cars","202310","2023 October","08","Kilkenny","7","Petrol or Diesel plug-in hybrid electric","Number","5"
"TEM27C01","New Private Cars","202310","2023 October","08","Kilkenny","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202310","2023 October","09","Laois","-","All fuel types","Number","60"
"TEM27C01","New Private Cars","202310","2023 October","09","Laois","1","Petrol","Number","17"
"TEM27C01","New Private Cars","202310","2023 October","09","Laois","2","Diesel","Number","15"
"TEM27C01","New Private Cars","202310","2023 October","09","Laois","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","09","Laois","4","Petrol and electric hybrid","Number","12"
"TEM27C01","New Private Cars","202310","2023 October","09","Laois","6","Electric","Number","13"
"TEM27C01","New Private Cars","202310","2023 October","09","Laois","7","Petrol or Diesel plug-in hybrid electric","Number","3"
"TEM27C01","New Private Cars","202310","2023 October","09","Laois","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202310","2023 October","10","Leitrim","-","All fuel types","Number","20"
"TEM27C01","New Private Cars","202310","2023 October","10","Leitrim","1","Petrol","Number","9"
"TEM27C01","New Private Cars","202310","2023 October","10","Leitrim","2","Diesel","Number","9"
"TEM27C01","New Private Cars","202310","2023 October","10","Leitrim","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","10","Leitrim","4","Petrol and electric hybrid","Number",""
"TEM27C01","New Private Cars","202310","2023 October","10","Leitrim","6","Electric","Number","2"
"TEM27C01","New Private Cars","202310","2023 October","10","Leitrim","7","Petrol or Diesel plug-in hybrid electric","Number","0"
"TEM27C01","New Private Cars","202310","2023 October","10","Leitrim","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202310","2023 October","12","Longford","-","All fuel types","Number","20"
"TEM27C01","New Private Cars","202310","2023 October","12","Longford","1","Petrol","Number","6"
"TEM27C01","New Private Cars","202310","2023 October","12","Longford","2","Diesel","Number","9"
"TEM27C01","New Private Cars","202310","2023 October","12","Longford","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","12","Longford","4","Petrol and electric hybrid","Number","2"
"TEM27C01","New Private Cars","202310","2023 October","12","Longford","6","Electric","Number","2"
"TEM27C01","New Private Cars","202310","2023 October","12","Longford","7","Petrol or Diesel plug-in hybrid electric","Number","1"
"TEM27C01","New Private Cars","202310","2023 October","12","Longford","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202310","2023 October","13","Louth","-","All fuel types","Number","91"
"TEM27C01","New Private Cars","202310","2023 October","13","Louth","1","Petrol","Number","36"
"TEM27C01","New Private Cars","202310","2023 October","13","Louth","2","Diesel","Number","21"
"TEM27C01","New Private Cars","202310","2023 October","13","Louth","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","13","Louth","4","Petrol and electric hybrid","Number","7"
"TEM27C01","New Private Cars","202310","2023 October","13","Louth","6","Electric","Number","19"
"TEM27C01","New Private Cars","202310","2023 October","13","Louth","7","Petrol or Diesel plug-in hybrid electric","Number","8"
"TEM27C01","New Private Cars","202310","2023 October","13","Louth","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202310","2023 October","14","Mayo","-","All fuel types","Number","53"
"TEM27C01","New Private Cars","202310","2023 October","14","Mayo","1","Petrol","Number","12"
"TEM27C01","New Private Cars","202310","2023 October","14","Mayo","2","Diesel","Number","22"
"TEM27C01","New Private Cars","202310","2023 October","14","Mayo","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","14","Mayo","4","Petrol and electric hybrid","Number","4"
"TEM27C01","New Private Cars","202310","2023 October","14","Mayo","6","Electric","Number","6"
"TEM27C01","New Private Cars","202310","2023 October","14","Mayo","7","Petrol or Diesel plug-in hybrid electric","Number","8"
"TEM27C01","New Private Cars","202310","2023 October","14","Mayo","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202310","2023 October","15","Meath","-","All fuel types","Number","176"
"TEM27C01","New Private Cars","202310","2023 October","15","Meath","1","Petrol","Number","60"
"TEM27C01","New Private Cars","202310","2023 October","15","Meath","2","Diesel","Number","29"
"TEM27C01","New Private Cars","202310","2023 October","15","Meath","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","15","Meath","4","Petrol and electric hybrid","Number","20"
"TEM27C01","New Private Cars","202310","2023 October","15","Meath","6","Electric","Number","53"
"TEM27C01","New Private Cars","202310","2023 October","15","Meath","7","Petrol or Diesel plug-in hybrid electric","Number","12"
"TEM27C01","New Private Cars","202310","2023 October","15","Meath","9","Diesel and electric hybrid","Number","2"
"TEM27C01","New Private Cars","202310","2023 October","16","Monaghan","-","All fuel types","Number","29"
"TEM27C01","New Private Cars","202310","2023 October","16","Monaghan","1","Petrol","Number","8"
"TEM27C01","New Private Cars","202310","2023 October","16","Monaghan","2","Diesel","Number","14"
"TEM27C01","New Private Cars","202310","2023 October","16","Monaghan","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","16","Monaghan","4","Petrol and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202310","2023 October","16","Monaghan","6","Electric","Number","5"
"TEM27C01","New Private Cars","202310","2023 October","16","Monaghan","7","Petrol or Diesel plug-in hybrid electric","Number","1"
"TEM27C01","New Private Cars","202310","2023 October","16","Monaghan","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202310","2023 October","17","Offaly","-","All fuel types","Number","50"
"TEM27C01","New Private Cars","202310","2023 October","17","Offaly","1","Petrol","Number","12"
"TEM27C01","New Private Cars","202310","2023 October","17","Offaly","2","Diesel","Number","16"
"TEM27C01","New Private Cars","202310","2023 October","17","Offaly","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","17","Offaly","4","Petrol and electric hybrid","Number","4"
"TEM27C01","New Private Cars","202310","2023 October","17","Offaly","6","Electric","Number","16"
"TEM27C01","New Private Cars","202310","2023 October","17","Offaly","7","Petrol or Diesel plug-in hybrid electric","Number","2"
"TEM27C01","New Private Cars","202310","2023 October","17","Offaly","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202310","2023 October","18","Roscommon","-","All fuel types","Number","41"
"TEM27C01","New Private Cars","202310","2023 October","18","Roscommon","1","Petrol","Number","10"
"TEM27C01","New Private Cars","202310","2023 October","18","Roscommon","2","Diesel","Number","18"
"TEM27C01","New Private Cars","202310","2023 October","18","Roscommon","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","18","Roscommon","4","Petrol and electric hybrid","Number","6"
"TEM27C01","New Private Cars","202310","2023 October","18","Roscommon","6","Electric","Number","4"
"TEM27C01","New Private Cars","202310","2023 October","18","Roscommon","7","Petrol or Diesel plug-in hybrid electric","Number","3"
"TEM27C01","New Private Cars","202310","2023 October","18","Roscommon","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202310","2023 October","19","Sligo","-","All fuel types","Number","58"
"TEM27C01","New Private Cars","202310","2023 October","19","Sligo","1","Petrol","Number","12"
"TEM27C01","New Private Cars","202310","2023 October","19","Sligo","2","Diesel","Number","12"
"TEM27C01","New Private Cars","202310","2023 October","19","Sligo","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","19","Sligo","4","Petrol and electric hybrid","Number","9"
"TEM27C01","New Private Cars","202310","2023 October","19","Sligo","6","Electric","Number","21"
"TEM27C01","New Private Cars","202310","2023 October","19","Sligo","7","Petrol or Diesel plug-in hybrid electric","Number","4"
"TEM27C01","New Private Cars","202310","2023 October","19","Sligo","9","Diesel and electric hybrid","Number",""
"TEM27C01","New Private Cars","202310","2023 October","23","Westmeath","-","All fuel types","Number","84"
"TEM27C01","New Private Cars","202310","2023 October","23","Westmeath","1","Petrol","Number","30"
"TEM27C01","New Private Cars","202310","2023 October","23","Westmeath","2","Diesel","Number","21"
"TEM27C01","New Private Cars","202310","2023 October","23","Westmeath","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","23","Westmeath","4","Petrol and electric hybrid","Number","8"
"TEM27C01","New Private Cars","202310","2023 October","23","Westmeath","6","Electric","Number","13"
"TEM27C01","New Private Cars","202310","2023 October","23","Westmeath","7","Petrol or Diesel plug-in hybrid electric","Number","11"
"TEM27C01","New Private Cars","202310","2023 October","23","Westmeath","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202310","2023 October","24","Wexford","-","All fuel types","Number","119"
"TEM27C01","New Private Cars","202310","2023 October","24","Wexford","1","Petrol","Number","46"
"TEM27C01","New Private Cars","202310","2023 October","24","Wexford","2","Diesel","Number","39"
"TEM27C01","New Private Cars","202310","2023 October","24","Wexford","3","Other fuel types","Number",""
"TEM27C01","New Private Cars","202310","2023 October","24","Wexford","4","Petrol and electric hybrid","Number","7"
"TEM27C01","New Private Cars","202310","2023 October","24","Wexford","6","Electric","Number","20"
"TEM27C01","New Private Cars","202310","2023 October","24","Wexford","7","Petrol or Diesel plug-in hybrid electric","Number","6"
"TEM27C01","New Private Cars","202310","2023 October","24","Wexford","9","Diesel and electric hybrid","Number","1"
"TEM27C01","New Private Cars","202310","2023 October","25","Wicklow","-","All fuel types","Number","110"
"TEM27C01","New Private Cars","202310","2023 October","25","Wicklow","1","Petrol","Number","37"
"TEM27C01","New Private Cars","202310","2023 October","25","Wicklow","2","Diesel","Number","8"
"TEM27C01","New Private Cars","202310","2023 October","25","Wicklow","3","Other fuel types","Number",""
